descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento de 62 metros quadrados no bairro Bacacheri com 3 quartos;Rua Costa Rica;['91'];[3];[1];-;272964;422;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-62m2-venda-RS272964-id-2427746359/
Apartamento para venda com 112 metros quadrados com 3 quartos em Cristo Rei - Curitiba - Paraná;Rua Urbano Lopes;['179'];[3];[3];-;980000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-112m2-venda-RS980000-id-2505205279/
Apartamento de 65 metros quadrados no bairro Pinheirinho com 3 quartos;Rua Lothario Boutin;['75'];[3];[1];-;250000;335;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-65m2-venda-RS250000-id-2427761629/
Apartamento de 52 metros quadrados no bairro Cristo Rei com 2 quartos;Rua Francisco Alves Guimarães;['68'];[2];[1];-;200000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-52m2-venda-RS200000-id-2230405916/
Apartamento impecável super mobiliado ou semi-mobiliado 36m2 1 quarto centro;Avenida Marechal Floriano Peixoto;['60'];[1];[1];-;298000;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS298000-id-2482572829/
Apartamento de 29 metros quadrados no bairro Prado Velho com 1 quarto;Rua Professora Regina Casagrande Marinoni;['43'];[1];[1];-;210000;400;https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-29m2-venda-RS210000-id-2427784619/
studio para venda possui 33 metros quadrados com 1 quarto em Centro - Curitiba - Paraná;Avenida Visconde de Guarapuava;['60'];[1];[1];-;429000;340;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-33m2-venda-RS429000-id-2492423846/
Apartamento para venda possui 79 metros quadrados com 2 quartos em Batel - Curitiba - Paraná;Rua Desembargador Motta;['110'];[2];[1];-;450000;650;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-79m2-venda-RS450000-id-2472531192/
Apartamento no Batel 80 m2 privativos com 2 quartos em Batel - Curitiba - Pr;Rua Teixeira Coelho;['147'];[2];[2];-;899000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-79m2-venda-RS899000-id-2497899297/
Apartamento de 158 metros quadrados no bairro Juvevê com 2 quartos;Rua Moyses Marcondes;['158'];[2];[3];-;700000;550;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-158m2-venda-RS700000-id-2427452458/
Apartamento de 36 metros quadrados no bairro Centro com 1 quarto;Rua Nilo Cairo;['67'];[1];[1];-;250000;254;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS250000-id-2427784185/
Apartamento dúplex, face norte, 3 suites, 3 vagas, pronto para morar;Rua Paulo Gorski;['209'];[3];[4];-;1780000;1380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-167m2-venda-RS1780000-id-2487917889/
Apartamento para venda tem 34 metros quadrados com 1 quarto em Prado Velho - Curitiba - Paraná;Rua Iapó;['40'];[1];[1];-;240000;221;https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-34m2-venda-RS240000-id-2491595282/
Apartamento de 94 metros quadrados no bairro Água Verde com 2 quartos;Rua Palmeiras;['160'];[2];[2];-;740000;700;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-94m2-venda-RS740000-id-2427704109/
MORE NO CENTRO DE CURITIBA - Apartamentos e Studios;Rua Comendador Macedo;[];[1];[1];-;211000;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-26m2-venda-RS211000-id-2474178602/
Apartamento para venda tem 87 metros quadrados com 3 quartos em Cristo Rei - Curitiba - Paraná;Rua Atílio Bório;['123'];[3];[2];-;380000;636;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-87m2-venda-RS380000-id-2467847984/
Apartamento para venda com 60 metros quadrados com 3 quartos em Xaxim - Curitiba - Paraná;Rua Francisco Derosso;[];[3];[2];-;290000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-60m2-venda-RS290000-id-2534729252/
Apartamento de 155 metros quadrados no bairro Juvevê com 4 quartos;Rua Marechal Mallet;['155'];[3];[3];-;450000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-155m2-venda-RS450000-id-2427747237/
Apartamento 64 m;-;[];[2];[2];-;450000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-64m2-venda-RS450000-id-2513979501/
Apartamento;Rua Hilário Moro;['110'];[3];[2];-;425000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-61m2-venda-RS425000-id-2427780201/
Apartamento à venda com 1 quarto no Cristo Rei - Curitiba - Paraná;Rua Francisco Alves Guimarães;[];[1];[1];-;170000;320;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cristo-rei-bairros-curitiba-com-garagem-30m2-venda-RS170000-id-2542389977/
Apartamento para venda tem 255 metros quadrados com 4 quartos em Mossunguê - Curitiba - PR;Rua Francisco Juglair;['442'];[4];[5];-;2200000;1503;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-255m2-venda-RS2200000-id-2539801998/
CURITIBA - Apartamento Padrão - Batel;Rua Coronel Dulcídio;['184'];[3];[2];-;1050000;790;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-163m2-venda-RS1050000-id-2542331347/
Apartamento com 02 suítes no Batel-1828-HABITEC;Rua Bento Viana;['86'];[2];[3];-;530000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-86m2-venda-RS530000-id-2543107224/
Edifício A. Simione | 3 Dormitórios | Suíte | Vaga | 84m²Privativos | Centro;Alameda Prudente de Moraes;['145'];[3];[2];-;497000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-145m2-venda-RS497000-id-2538654074/
Apartamento com 2 dormitórios à venda, 50 m² por R$ 153.000,00 - Cidade Industrial - Curitiba/PR;Rua Professor Algacyr Munhoz Mader;['50'];[2];[1];-;153000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-50m2-venda-RS153000-id-2543547510/
Apartamento para venda possui 54 metros quadrados com 2 quartos em Alto Boqueirão - Curitiba - PR;Rua Pastor Antônio Polito;['59'];[2];[1];-;149000;260;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-boqueirao-bairros-curitiba-com-garagem-54m2-venda-RS149000-id-2543225229/
Caiuá Apartamento Desocupado;Rua Raul Pompéia;[];[2];[1];-;100000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-caiua-bairros-curitiba-com-garagem-45m2-venda-RS100000-id-2544125774/
Apartamento Agua Verde;Rua Guilherme Pugsley;['155'];[3];[2];-;500000;765;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-86m2-venda-RS500000-id-2543454076/
Ap 02 dorm com 1 suíte - sacada - 1 vaga - Edifício LOUVRE - CABRAL - Curitiba-PR -;Rua Coronel Amazonas Marcondes;['119'];[2];[2];-;460000;438;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-62m2-venda-RS460000-id-2529924165/
Excelente oportunidade no Ecovile!!;Rua Monsenhor Ivo Zanlorenzi;['124'];[3];[2];-;649909;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-98m2-venda-RS649909-id-2528180200/
Apartamento de 170 metros com 3 quartos e 02 vagas - Bigorrilho - Curitiba - PR;Rua Francisco Rocha;['263'];[3];[3];-;898000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-170m2-venda-RS898000-id-2539275349/
Apartamento à venda, 61 m² por R$ 293.000,00 - Portão - Curitiba/PR;Rua João Bettega;['80'];[3];[2];-;297000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-61m2-venda-RS297000-id-2542657331/
Apartamento, 149 m² - venda por R$ 1.290.909,00 ou aluguel por R$ 9.100,00/mês - Cristo Rei - Curiti;Rua Urbano Lopes;['249'];[3];[3];-;9100;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-149m2-venda-RS1290909-id-2528180891/
Apartamento com 03 quartos no Água Verde-1721-HABITEC;Rua Acyr Guimarães;['102'];[3];[2];-;539000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-102m2-venda-RS539000-id-2541098973/
Apartamento Face Norte á Venda - 3 Suítes - Churrasqueira - 3 Vagas -;Rua Professora Doracy Cezzarino;['242'];[3];[5];-;1248000;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-126m2-venda-RS1248000-id-2539273798/
Apartamento ensolarado no Centro Civico;Rua Álvaro Ramos;['143'];[3];[3];-;860000;998;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-113m2-venda-RS860000-id-2544089745/
CURITIBA - Apartamento Padrão - Batel;Rua Buenos Aires;['237'];[3];[5];-;1150000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-198m2-venda-RS1150000-id-2544187736/
Apartamento para venda tem 131 metros quadrados com 4 quartos em Cidade Industrial - Curitiba - PR;Rua Professor Pedro Viriato Parigot de Souza;['218'];[4];[4];-;1200000;930;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cidade-industrial-bairros-curitiba-com-garagem-131m2-venda-RS1200000-id-2544119528/
APARTAMENTO com 3 dormitórios à venda com 158.22m² por R$ 539.000,00 no bairro Batel - CURITIBA / PR;Avenida Visconde de Guarapuava;['158'];[3];[3];-;539000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-112m2-venda-RS539000-id-2538906898/
Apartamento para Venda em Curitiba, Capão Raso, 3 dormitórios, 1 banheiro, 2 vagas;Rua Ernesto Biscardi;['62'];[3];[1];-;230000;280;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-56m2-venda-RS230000-id-2534305595/
CURITIBA - Apartamento Padrão - Centro;Rua Doutor Pedrosa;['134'];[3];[2];-;450000;549;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-110m2-venda-RS450000-id-2542332489/
Apartamento venda -115 m2 - 3 quartos, Centro Cívico - Curitiba - PR CRECI 7162;Rua Doutor Roberto Barrozo;['115'];[3];[2];-;470000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-115m2-venda-RS470000-id-2543460708/
Apartamento para venda no bairro Pinheirinho - Curitiba - PR;Rua Lothario Boutin;['47'];[2];[1];-;189000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-47m2-venda-RS189000-id-2540088788/
Espaçoso e infra estrutura diferenciada!;Avenida Anita Garibaldi;['263'];[4];[4];-;1190000;1717;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ahu-bairros-curitiba-com-garagem-213m2-venda-RS1190000-id-2536978784/
[ENTREGA OUT/21] Apartamento à venda, 2 quartos com suíte ,vaga de garagem coberta ,sacada com chur;Rua Nossa Senhora de Nazaré;['72'];[2];[2];-;399851;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-58m2-venda-RS399851-id-2543524595/
Apartamento á venda com 2 dormitórios com churrasqueira na sacada , 76 m² no Bairro São Francisco;Rua Barão de Antonina;['133'];[2];[2];-;550000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-76m2-venda-RS550000-id-2544386191/
Apartamento com 3 quartos no Rebouças-1687-HABITEC;Avenida Presidente Getúlio Vargas;['96'];[3];[3];-;450000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-96m2-venda-RS450000-id-2542311016/
APARTAMENTO COM 3 QUARTOS;Rua Lamenha Lins;['95'];[3];[2];-;350000;554;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-95m2-venda-RS350000-id-2538773095/
Condomínio Plaza Sprada - Campo Comprido - 3 quartos (suíte) e 1 garagem;Rua Eduardo Sprada;['99'];[3];[2];-;399000;532;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-65m2-venda-RS399000-id-2536954576/
Apartamento 3 Dormitórios | Suíte | 2 Vagas | 106m² Priv | Bacacheri;Rua Nicarágua;['151'];[3];[3];-;770000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-151m2-venda-RS770000-id-2542173083/
Apartamento com 1 dormitório à venda por R$ 170.000,00 - Novo Mundo - Curitiba/PR;Rua Coronel Herculano de Araújo;['44'];[1];[1];-;170000;330;https://www.vivareal.com.br/imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-com-garagem-44m2-venda-RS170000-id-2542172982/
Apartamento com 4 dormitórios, 258 m² - venda por R$ 1.490.000,00 ou aluguel por R$ 4.900,00/mês - M;Rua Geraldo Lipka;['319'];[4];[5];-;4900;2001;https://www.vivareal.com.br/imovel/apartamento-4-quartos-mossungue-bairros-curitiba-com-garagem-259m2-venda-RS1490000-id-2538595509/
Apartamento para Venda em Curitiba, Tingui, 2 dormitórios, 1 banheiro, 1 vaga;Rua Arary Souto;['65'];[2];[1];-;275000;395;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-51m2-venda-RS275000-id-2537989389/
MARAVILHOSO Apartamento com 113 metros quadrados em Condominio Clube- Ecoville - ctba;Rua Monsenhor Ivo Zanlorenzi;[];[4];[3];-;1050000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-113m2-venda-RS1050000-id-2543873594/
Venha investir no melhor. Apartamento com 1 dormitório/ compacto-Bairro Portão;Rua São Mateus;['28'];[1];[1];-;199900;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-25m2-venda-RS199900-id-2542750704/
Apartamento para venda com 51 metros quadrados com 2 quartos em Bairro Alto - Curitiba - PR;Rodovia BR-116;['81'];[2];[1];-;235000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-com-garagem-51m2-venda-RS235000-id-2543664885/
APARTAMENTO com 2 dormitórios à venda com 98.77m² por R$ 420.000,00 no bairro Bigorrilho - CURITIBA;Rua General Aristides Athayde Júnior;['98'];[2];[2];-;420000;520;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-66m2-venda-RS420000-id-2536714629/
Apto 2 quartos com vista panorâmica;Rua Urbano Lopes;['77'];[2];[2];-;390000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-65m2-venda-RS390000-id-2544324501/
Apartamento para venda tem 72 metros quadrados com 2 quartos em Mercês - Curitiba - PR;Rua Visconde do Rio Branco;['127'];[2];[3];-;563900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-72m2-venda-RS563900-id-2536984099/
Apartamento na Vila Izabel, 3 quartos (2 quartos+closet), 2 vagas, armários planejados;Rua Professor Sebastião Paraná;['112'];[3];[2];-;397000;399;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-73m2-venda-RS397000-id-2543488827/
Apartamento de 02 dormitórios/Suíte no Vila Izabel!;Rua Eurides Cunha;['117'];[2];[2];-;750000;495;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-70m2-venda-RS750000-id-2539928484/
Apartamento para venda com 58 metros quadrados com 3 quartos em Cabral - Curitiba - PR;Rua Coronel Amazonas Marcondes;['64'];[3];[1];-;309000;633;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-58m2-venda-RS309000-id-2532429299/
Apartamento novo 3 dormitórios no Xaxim;Rua André Ferreira Camargo;['68'];[3];[2];-;235000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-61m2-venda-RS235000-id-2535763312/
CURITIBA - Apartamento Padrão - Bigorrilho;Rua Coronel Joaquim Ignácio Taborda Ribas;['114'];[3];[2];-;675156;234;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-75m2-venda-RS675156-id-2542709675/
Apartamento com 3 dormitórios à venda, 73 m² por R$ 476.775,00 - Bacacheri - Curitiba/PR;Rua Nicolau Salomão;['105'];[3];[2];-;476775;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-73m2-venda-RS476775-id-2542405193/
EXCELENTE OPORTUNIDADE NO VILA IZABEL;Avenida República Argentina;['113'];[3];[2];-;437909;520;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-64m2-venda-RS437909-id-2528179595/
Apartamento à venda, 72 m² por R$ 295.000,00 - Água Verde - Curitiba/PR;Rua Guilherme Pugsley;['72'];[3];[2];-;295000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-72m2-venda-RS295000-id-2534791793/
Apartamento semimobiliado com 148m² útil no Edificio Garfunkel - Champagnat;Rua Dona Alice Tibiriçá;['176'];[4];[5];-;899999;1;https://www.vivareal.com.br/imovel/apartamento-4-quartos-champagnat-bairros-curitiba-com-garagem-148m2-venda-RS899999-id-2540749773/
Apartamento no Bacacheri com 3 dorms, com 2 vagas de garagem livres.;Rua Estados Unidos;['120'];[3];[3];-;460000;729;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-70m2-venda-RS460000-id-2514373774/
Venda Apto. com 51 m², 2 quartos sendo 01 suíte, no UP LIFE Pinheirinho - Curitiba - PR;Rua Reinaldo Stocco;['62'];[2];[2];-;238000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-51m2-venda-RS238000-id-2544120886/
APARTAMENTO com 3 dormitórios à venda com 64m² por R$ 170.000,00 no bairro Pilarzinho - CURITIBA / P;Rua Guilherme Lunardon;['64'];[3];[1];-;170000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pilarzinho-bairros-curitiba-com-garagem-57m2-venda-RS170000-id-2533407057/
